295,"One day Greg and his friends were walking in the forest. Overall       there were  n people walking, including Greg. Soon he found       himself in front of a river. The guys immediately decided to get       across the river. Luckily, there was a boat by the river bank,       just where the guys were standing. We know that the boat can hold       people with the total weight of at most  k kilograms. Greg immediately took a piece of paper and listed there the       weights of all people in his group (including himself). It turned       out that each person weights either 50 or 100 kilograms. Now Greg       wants to know what minimum number of times the boat needs to cross       the river to transport the whole group to the other bank. The boat       needs at least one person to navigate it from one bank to the       other. As the boat crosses the river, it can have any non-zero       number of passengers as long as their total weight doesn't exceed          k. Also Greg is wondering, how many ways there are to transport       everybody to the other side in the minimum number of boat rides.       Two ways are considered distinct if during some ride they have       distinct sets of people on the boat. Help Greg with this problem.  ","The first line contains two integers  n,  k (1 ≤ n ≤ 50, 1 ≤ k ≤ 5000) —       the number of people, including Greg, and the boat's weight limit.       The next line contains  n integers — the people's weights. A person's       weight is either 50 kilos or 100 kilos. You can consider Greg and his friends indexed in some way.","In the first line print an integer — the minimum number of rides.       If transporting everyone to the other bank is impossible, print an       integer -1. In the second line print the remainder after dividing the number       of ways to transport the people in the minimum number of rides by       number 1000000007 (109 + 7). If transporting everyone       to the other bank is impossible, print integer 0.","In the first test Greg walks alone and consequently, he needs       only one ride across the river. In the second test you should follow the plan: That totals to 5 rides. Depending       on which person to choose at step 2, we can get two distinct ways."
296,"Greg has an array  a = a 1, a 2, ..., a  n and  m operations. Each operation looks as:  l  i,  r  i,  d  i, (1 ≤ l  i ≤ r  i ≤ n). To apply operation  i to the array means to increase all array       elements with numbers  l  i, l  i + 1, ..., r  i by value  d  i. Greg wrote down  k queries on a piece of paper. Each query has the       following form:  x  i,  y  i, (1 ≤ x  i ≤ y  i ≤ m). That means that one should       apply operations with numbers  x  i, x  i + 1, ..., y  i to the array. Now Greg is wondering, what the array  a will be after all the queries are executed. Help Greg.","The first line contains integers  n,  m,  k (1 ≤ n, m, k ≤ 105). The second line contains          n integers:  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 105) —       the initial array. Next  m lines contain operations, the operation number          i is written as three integers:  l  i,  r  i,  d  i, (1 ≤ l  i ≤ r  i ≤ n), (0 ≤ d  i ≤ 105). Next  k lines contain the queries, the query number          i is written as two integers:  x  i,  y  i, (1 ≤ x  i ≤ y  i ≤ m). The numbers in the lines are separated by single spaces.","On a single line print  n integers  a 1, a 2, ..., a  n — the array after executing all the       queries. Separate the printed numbers by spaces. Please, do not use the %lld specifier to read or write       64-bit integers in C++. It       is preferred to use the cin, cout streams of the %I64d specifier.",
297,"Polar bears like unique       arrays — that is, arrays without repeated elements.  You have got a unique array  s with length  n containing non-negative integers. Since you are       good friends with Alice and Bob, you decide to split the array in       two. Precisely, you need to construct two arrays  a and  b that are also of length  n, with the following conditions for all  i (1 ≤ i ≤ n): Ideally,  a and  b should also be unique arrays. However, life in       the Arctic is hard and this is not always possible. Fortunately,       Alice and Bob are still happy if their arrays are almost unique. We define an       array of length  n to be almost unique, if and only if it can be       turned into a unique array by removing no more than  entries. For example, the array [1, 2, 1, 3, 2] is almost unique because       after removing the first two entries, it becomes [1, 3, 2]. The array [1, 2, 1, 3, 1, 2] is not almost unique       because we need to remove at least 3       entries to turn it into a unique array. So, your task is to split the given unique array  s into two almost unique arrays  a and  b.","The first line of the input contains integer  n (1 ≤ n ≤ 105). The second line contains  n distinct integers  s 1, s 2, ... s  n (0 ≤ s  i ≤ 109).","If it is possible to make Alice and Bob happy (if you can split       the given array), print ""YES"" (without quotes) in the       first line. In the second line, print the array  a. In the third line, print the array  b. There may be more than one solution. Any of       them will be accepted. If it is impossible to split  s into almost unique arrays  a and  b, print ""NO"" (without quotes) in the       first line.","In the sample, we can remove the first two entries from  a and the second entry from  b to make them both unique."
298,"You are fishing with polar bears Alice and Bob. While waiting for       the fish to bite, the polar bears get bored. They come up with a       game. First Alice and Bob each writes a 01-string (strings that       only contain character ""0"" and ""1"")  a and  b. Then you try to turn  a into  b using two types of operations: You can use as many operations as you want. The problem is, is it       possible to turn  a into  b? The  parity of a 01-string is 1 if there is an odd number of ""1""s in the string, and 0 otherwise.","The first line contains the string  a and the second line contains the string  b (1 ≤ |a|, |b| ≤ 1000). Both       strings contain only the characters ""0"" and ""1"". Here |x| denotes the length of the       string  x.","Print ""YES""       (without quotes) if it is possible to turn  a into  b, and ""NO"" (without quotes) otherwise.","In the first sample, the steps are as follows: 01011 → 1011 → 011 → 0110"
299,"Yaroslav, Andrey and Roman can play cubes for hours and hours.       But the game is for three, so when Roman doesn't show up, Yaroslav       and Andrey play another game.  Roman leaves a word for each of them. Each word consists of 2·n binary characters ""0"" or ""1"". After that the players       start moving in turns. Yaroslav moves first. During a move, a       player must choose an integer from 1 to 2·n, which hasn't been chosen by       anybody up to that moment. Then the player takes a piece of paper       and writes out the corresponding character from his string.  Let's represent Yaroslav's word as  s = s 1 s 2... s 2n. Similarly,       let's represent Andrey's word as  t = t 1 t 2... t 2n. Then, if       Yaroslav choose number  k during his move, then he is going to write out       character  s  k on the piece of paper. Similarly, if       Andrey choose number  r during his move, then he is going to write out       character  t  r on the piece of paper. The game finishes when no player can make a move. After the game       is over, Yaroslav makes some integer from the characters written       on his piece of paper (Yaroslav can arrange these characters as he       wants). Andrey does the same. The resulting numbers can contain       leading zeroes. The person with the largest number wins. If the       numbers are equal, the game ends with a draw. You are given two strings  s and  t. Determine the outcome of the game provided that       Yaroslav and Andrey play optimally well.","The first line contains integer  n (1 ≤ n ≤ 106). The second line contains       string  s — Yaroslav's word. The third line contains       string  t — Andrey's word. It is guaranteed that both words consist of 2·n characters ""0"" and ""1"".","Print ""First"",       if both players play optimally well and Yaroslav wins. If Andrey       wins, print ""Second"" and if the game ends       with a draw, print ""Draw"". Print the words       without the quotes.",
300,"Vitaly is a very weird man. He's got two favorite digits  a and  b. Vitaly calls a positive integer good, if the decimal       representation of this integer only contains digits  a and  b. Vitaly calls a good number excellent, if the sum of its       digits is a good number. For example, let's say that Vitaly's favourite digits are 1 and 3,       then number 12 isn't good and       numbers 13 or 311 are. Also, number 111 is excellent and number 11 isn't.  Now Vitaly is wondering, how many excellent numbers of length       exactly  n are there. As this number can be rather large,       he asks you to count the remainder after dividing it by 1000000007 (109 + 7). A number's length is the number of digits in its decimal       representation without leading zeroes.","The first line contains three integers:  a,  b,  n (1 ≤ a < b ≤ 9, 1 ≤ n ≤ 106).",Print a single integer — the answer to the problem modulo 1000000007 (109 + 7).,
301,"Yaroslav likes algorithms. We'll describe one of his favorite algorithms. Yaroslav has a set of  n positive integers, he needs to come up with his       favorite algorithm that will increase each of the given numbers by       one. More formally, if we consider each number as a string       representing the decimal representation of the number, then being       run on each of these strings separately, the algorithm should       receive the output string that is a recording of the corresponding       number increased by one. Help Yaroslav.",The first line contains integer  n (1 ≤ n ≤ 100) — the number of       elements in the set. The next  n lines contains one positive integer each. All       the given numbers are less than 1025.,Print the algorithm which can individually increase each number       of the set. In the  i-th line print the command number  i without spaces. Your algorithm will be launched for each of these numbers. The       answer will be considered correct if:   ,
302,"Yaroslav has an array, consisting of (2·n - 1) integers. In a single       operation Yaroslav can change the sign of exactly  n elements in the array. In other words, in one       operation Yaroslav can select exactly  n array elements, and multiply each of them by -1. Yaroslav is now wondering: what maximum sum of array elements can       be obtained if it is allowed to perform any number of described operations? Help Yaroslav.",The first line contains an integer  n (2 ≤ n ≤ 100). The second line       contains (2·n - 1) integers —       the array elements. The array elements do not exceed 1000 in their absolute value.,In a single line print the answer to the problem — the maximum       sum that Yaroslav can get.,In the first sample you do not need to change anything. The sum       of elements equals 150. In the second sample you need to change the sign of the first two       elements. Then we get the sum of the elements equal to 100.
303,"You have been given  n distinct integers  a 1, a 2, ..., a  n. You can remove at most  k of them. Find the minimum modular  m (m > 0),       so that for every pair of the remaining integers (a  i, a  j), the following unequality holds: .","The first line contains two integers  n and  k (1  ≤ n  ≤ 5000, 0 ≤ k ≤ 4),       which we have mentioned above.  The second line contains  n distinct integers  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 106).",Print a single positive integer — the minimum  m.,
304,"Bike is interested in permutations. A permutation of length  n is an integer sequence such that each integer       from 0 to (n - 1) appears       exactly once in it. For example, [0, 2, 1] is a permutation of length 3       while both [0, 2, 2] and [1, 2, 3] is not. A permutation triple of permutations of length  n (a, b, c) is called a       Lucky Permutation Triple if and only if .       The sign  a  i denotes the  i-th element of permutation  a. The modular equality described above denotes       that the remainders after dividing  a  i + b  i by  n and dividing  c  i by  n are equal. Now, he has an integer  n and wants to find a Lucky Permutation Triple.       Could you please help him?",The first line contains a single integer  n (1 ≤ n ≤ 105).,"If no Lucky Permutation Triple of length  n exists print -1. Otherwise, you need to print three lines. Each line contains          n space-seperated integers. The first line must       contain permutation  a, the second line — permutation  b, the third — permutation  c. If there are multiple solutions, print any of them.","In Sample 1, the permutation triple ([1, 4, 3, 2, 0], [1, 0, 2, 4, 3], [2, 4, 0, 1, 3])       is Lucky Permutation Triple, as following holds: In Sample 2, you can easily notice that no lucky permutation       triple exists."
305,"Ivan has got an array of  n non-negative integers  a 1, a 2, ..., a  n. Ivan knows that the array is sorted in       the non-decreasing order.  Ivan wrote out integers 2 a 1, 2 a 2, ..., 2 a  n on a piece of paper. Now he       wonders, what minimum number of integers of form 2 b (b ≥ 0) need to be added to the       piece of paper so that the sum of all integers written on the       paper equalled 2 v - 1 for some integer  v (v ≥ 0).  Help Ivan, find the required quantity of numbers.","The first line contains integer  n (1 ≤ n ≤ 105). The second input line       contains  n space-separated integers  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 2·109).       It is guaranteed that  a 1 ≤ a 2 ≤ ... ≤ a  n.",Print a single integer — the answer to the problem.,"In the first sample you do not need to add anything, the sum of       numbers already equals 23 - 1 = 7. In the second sample you need to add numbers 20, 21, 22."
306,"Polycarpus is sure that his life fits the description:       ""first there is a white stripe, then a black one, then a       white one again"". So, Polycarpus is sure that this rule is       going to fulfill during the next  n days. Polycarpus knows that he is in for  w good events and  b not-so-good events. At least one event is going       to take place during each day. As each day is unequivocally       characterizes as a part of a white or a black stripe, then each       day is going to have events of the same type only (ether good or not-so-good). What is the number of distinct ways this scenario can develop       over the next  n days if Polycarpus is in for a white stripe (a       stripe that has good events only, the stripe's length is at least       1 day), the a black stripe (a stripe that has not-so-good events       only, the stripe's length is at least 1 day) and a white stripe       again (a stripe that has good events only, the stripe's length is       at least 1 day). Each of  n days will belong to one of the three stripes only. Note that even the events of the same type are distinct from each       other. Even if some events occur on the same day, they go in some       order (there are no simultaneous events). Write a code that prints the number of possible configurations to       sort the events into days. See the samples for clarifications on       which scenarios should be considered distinct. Print the answer       modulo 1000000009 (109 + 9).","The single line of the input contains integers  n,  w and  b (3 ≤ n ≤ 4000, 2 ≤ w ≤ 4000, 1 ≤ b ≤ 4000) — the number of days,       the number of good events and the number of not-so-good events. It       is guaranteed that  w + b ≥ n.",Print the required number of ways modulo 1000000009 (109 + 9).,"We'll represent the good events by numbers starting from 1 and       the not-so-good events — by letters starting from 'a'. Vertical lines separate days. In the first sample the possible ways are: ""1|a|2"" and ""2|a|1"". In the second sample       the possible ways are: ""1|a|b|2"", ""2|a|b|1"", ""1|b|a|2"" and ""2|b|a|1"". In the third       sample the possible ways are: ""1|ab|2"", ""2|ab|1"", ""1|ba|2"" and ""2|ba|1""."
307,,,,
308,,,,
309,"You get to work and turn on the computer. You start coding and       give little thought to the RAM role in the whole process. In this       problem your task is to solve one of the problems you encounter in       your computer routine. We'll consider the RAM as a sequence of cells that can contain       data. Some cells already contain some data, some are empty. The       empty cells form the so-called memory clusters. Thus, a memory       cluster is a sequence of some consecutive empty memory cells.  You have exactly  n memory clusters, the  i-th cluster consists of  a  i cells. You need to find memory for  m arrays in your program. The  j-th array takes 2 b  j consecutive memory cells. There       possibly isn't enough memory for all  m arrays, so your task is to determine what       maximum number of arrays can be located in the available memory       clusters. Of course, the arrays cannot be divided between the       memory clusters. Also, no cell can belong to two arrays.","The first line of the input contains two integers  n and  m (1 ≤ n, m ≤ 106). The next line contains  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).       The next line contains  m integers  b 1, b 2, ..., b  m (1 ≤ 2 b  i ≤ 109).",Print a single integer — the answer to the problem.,"In the first example you are given memory clusters with sizes 8,       4, 3, 2, 2 and arrays with sizes 8, 4, 4. There are few ways to       obtain an answer equals 2: you can locate array with size 8 to the       cluster with size 8, and one of the arrays with size 4 to the       cluster with size 4. Another way is to locate two arrays with size       4 to the one cluster with size 8. In the second example you are given 10 memory clusters with size       1 and 6 arrays with size 1. You can choose any 6 clusters and       locate all given arrays to them."
310,,,,
311,"Rainbow built  h cells in a row that are numbered from 1 to  h from left to right. There are  n cells with treasure. We call each of these  n cells ""Treasure Cell"". The  i-th ""Treasure Cell"" is the  a  i-th cell and the value of treasure in it       is  c  i dollars. Then, Freda went in the first cell. For now, she can go just          k cells forward, or return to the first cell. That       means Freda was able to reach the 1st, ( k + 1)-th, (2·k + 1)-th, (3·k + 1)-th cells and so on. Then Rainbow gave Freda  m operations. Each operation is one of the       following three types: As a programmer, you are asked by Freda to write a program to       answer each query.","The first line of the input contains four integers:  h (1 ≤ h ≤ 1018), n, m (1 ≤ n, m ≤ 105) and  k (1 ≤ k ≤ 104). Each of the next  n lines contains two integers:  a  i (1 ≤ a  i ≤ h), c  i (1 ≤ c  i ≤ 109).       That means the  i-th ""Treasure Cell"" is the  a  i-th cell and cost of the treasure in that       cell is  c  i dollars. All the  a  i are distinct. Each of the next  m lines is in one of the three following formats: There are at most 20 operations of type 1. It's guaranteed that       at any moment treasure in each cell has positive value. It's       guaranteed that all operations is correct (no operation can       decrease the value of the taken tresure). Please, do not use the %lld specifier to read 64-bit       integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.","For each operation of type 3, output an integer indicates the       value (in dollars) of the most valuable treasure among the       ""Treasure Cells"" Freda can reach. If there is no such       treasure, output 0.","In the sample, there are 10 cells and 3 ""Treasure       Cells"". The first ""Treasure Cell"" is cell 5, having       50 dollars tresure in it. The second ""Treasure Cell"" is       cell 7, having 60 dollars tresure in it. The third ""Treasure       Cell"" is cell 8, having 100 dollars tresure in it. At first, Freda can only reach cell 1, 3, 5, 7 and 9. In the       first operation, we reduce the value in the second ""Treasure       Cell"" from 60 to 55. Then the most valuable treasure among       the ""Treasure Cells"" she can reach is max(50, 55) = 55.       After the third operation, she can also go 3 cells forward each       step, being able to reach cell 1, 3, 4, 5, 6, 7, 8, 9, 10. So the       most valuable tresure is 100. Noticed that she took the 55 dollars and 100 dollars treasure       away, so the last answer is 50."
312,"Currently Tiny is learning Computational Geometry. When trying to       solve a problem called ""The Closest Pair Of Points In The       Plane"", he found that a code which gave a wrong time       complexity got Accepted instead of Time Limit Exceeded. The problem is the follows. Given  n points in the plane, find a pair of points       between which the distance is minimized. Distance between (x 1, y 1) and (x 2, y 2) is . The pseudo code of the unexpected code is as follows: Here,  tot can be regarded as the running time of the       code. Due to the fact that a computer can only run a limited       number of operations per second,  tot should not be more than  k in order not to get Time Limit Exceeded. You are a great hacker. Would you please help Tiny generate a       test data and let the code get Time Limit Exceeded?","A single line which contains two space-separated integers  n and  k (2 ≤ n ≤ 2000, 1 ≤ k ≤ 109).","If there doesn't exist such a data which let the given code get       TLE, print ""no       solution"" (without quotes); else print  n lines, and the  i-th line contains two integers  x  i, y  i (|x  i|, |y  i| ≤ 109)       representing the coordinates of the  i-th point. The conditions below must be held:",
313,"Ilya is a very good-natured lion. He likes maths. Of all       mathematical objects, his favourite one is matrices. Now he's       faced a complicated matrix problem he needs to solve. He's got a square 2 n × 2 n-sized matrix and 4 n integers. You need to arrange all these       numbers in the matrix (put each number in a single individual       cell) so that the beauty of       the resulting matrix with numbers is maximum. The beauty of a 2 n × 2 n-sized matrix is an integer, obtained by       the following algorithm: As you can see, the algorithm is recursive. Help Ilya, solve the problem and print the resulting maximum       beauty of the matrix.",The first line contains integer 4 n (1 ≤ 4 n ≤ 2·106).       The next line contains 4 n integers  a  i (1 ≤ a  i ≤ 109) —       the numbers you need to arrange in the 2 n × 2 n-sized matrix.,"On a single line print the maximum value of the beauty of the       described matrix. Please, do not use the %lld specifier to read or write       64-bit integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.",Consider the second sample. You need to arrange the numbers in       the matrix as follows: Then the beauty of the matrix will equal: 4 + 1 + 2 + 3 + 4 = 14.
314,"Sereja has a sequence that consists of  n positive integers,  a 1, a 2, ..., a  n.  First Sereja took a piece of squared paper and wrote all distinct non-empty non-decreasing       subsequences of sequence  a. Then for each sequence written on the squared       paper, Sereja wrote on a piece of lines paper all sequences that         do not exceed it. A sequence of positive integers  x = x 1, x 2, ..., x  r doesn't exceed a sequence of positive       integers  y = y 1, y 2, ..., y  r, if the following inequation holds:          x 1 ≤ y 1, x 2 ≤ y 2, ..., x  r ≤ y  r. Now Sereja wonders, how many sequences are written on the lines       piece of paper. Help Sereja, find the required quantity modulo         1000000007 (109 + 7). ","The first line contains integer  n (1 ≤ n ≤ 105). The second line contains          n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 106).",In the single line print the answer to the problem modulo 1000000007 (109 + 7).,
315,"During the last Sereja's Codesecrof round the server crashed many       times, so the round was decided to be made unrated for some       participants.  Let's assume that  n people took part in the contest. Let's assume       that the participant who got the first place has rating  a 1, the second place       participant has rating  a 2, ..., the  n-th place participant has rating  a  n. Then changing the rating on the       Codesecrof site is calculated by the formula . After the round was over, the Codesecrof management published the       participants' results table. They decided that if for a       participant  d  i < k, then the round can be       considered unrated for him. But imagine the management's surprise       when they found out that the participants' rating table is       dynamic. In other words, when some participant is removed from the       rating, he is removed from the results' table and the rating is       recalculated according to the new table. And of course, all       applications for exclusion from the rating are considered in view       of the current table. We know that among all the applications for exclusion from the       rating the first application to consider is from the participant       with the best rank (the rank with the minimum number), for who          d  i < k. We also know that the       applications for exclusion from rating were submitted by all participants. Now Sereja wonders, what is the number of participants to be       excluded from the contest rating, and the numbers of the       participants in the original table in the order of their exclusion       from the rating. Pay attention to the analysis of the first test       case for a better understanding of the statement.","The first line contains two integers  n,  k (1 ≤ n ≤ 2·105,  - 109 ≤ k ≤ 0). The second       line contains  n space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109) —       ratings of the participants in the initial table.","Print the numbers of participants in the order in which they were       removed from the table. Print the initial numbers of the       participants, that is, the numbers that the participants had in       the initial table.","Consider the first test sample.  Thus, you should print 2, 3, 4."
316,"During the last Sereja's Codesecrof round the server crashed many       times, so the round was decided to be made unrated for some       participants.  Let's assume that  n people took part in the contest. Let's assume       that the participant who got the first place has rating  a 1, the second place       participant has rating  a 2, ..., the  n-th place participant has rating  a  n. Then changing the rating on the       Codesecrof site is calculated by the formula . After the round was over, the Codesecrof management published the       participants' results table. They decided that if for a       participant  d  i < k, then the round can be       considered unrated for him. But imagine the management's surprise       when they found out that the participants' rating table is       dynamic. In other words, when some participant is removed from the       rating, he is removed from the results' table and the rating is       recalculated according to the new table. And of course, all       applications for exclusion from the rating are considered in view       of the current table. We know that among all the applications for exclusion from the       rating the first application to consider is from the participant       with the best rank (the rank with the minimum number), for who          d  i < k. We also know that the       applications for exclusion from rating were submitted by all participants. Now Sereja wonders, what is the number of participants to be       excluded from the contest rating, and the numbers of the       participants in the original table in the order of their exclusion       from the rating. Pay attention to the analysis of the first test       case for a better understanding of the statement.","The first line contains two integers  n,  k (1 ≤ n ≤ 2·105,  - 109 ≤ k ≤ 0). The second       line contains  n space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109) —       ratings of the participants in the initial table.","Print the numbers of participants in the order in which they were       removed from the table. Print the initial numbers of the       participants, that is, the numbers that the participants had in       the initial table.","Consider the first test sample.  Thus, you should print 2, 3, 4."
317,"A system of  n vessels with water is given. Several pairs of       vessels are connected by tubes with transfusion mechanisms. One       may transfer an integer amount of liters of water between two       vessels connected by such tube (tube works in both directions).       There might be multiple tubes between two vessels. Total number of       tubes equals  e. Volume of each vessel equals  v liters. Of course, the amount of the water in       any vessel cannot exceed  v liters in the process of transfusions. Given the initial amounts  a  i of water in the vessels and the desired       amounts  b  i find a sequence of transfusions that       deals with the task. Total number of transfusions must not exceed         2·n 2.","First line of the input contains integers  n,  v,  e (1 ≤ n ≤ 300, 1 ≤ v ≤ 109, 0 ≤ e ≤ 50000). Next two lines contain  n integers each: initial  a  i and the desired amounts  b  i of water in corresponding vessels (0 ≤ a  i, b  i ≤ v). Next  e lines describe one tube each in the format  x  y (1 ≤ x, y ≤ n, x ≠ y)       for a tube between vessels number  x and  y. There might be multiple tubes between two       vessels. You may assume that vessels are numbered from 1 to  n in some way.","Print ""NO""       (without quotes), if such sequence of transfusions does not exist. Otherwise print any suitable sequence in the following format. On       the first line print the total number of transfusions  k ( k should not exceed 2·n 2). In the following  k lines print transfusions in the format  x  y  d (transfusion of  d liters from the vessel number  x to the vessel number  y,  x and  y must be distinct). For all transfusions  d must be a non-negative integer.",
318,"Let us call a pair of integer numbers   m-perfect, if at least one number in the       pair is greater than or equal to  m. Thus, the pairs (3, 3) and (0, 2) are 2-perfect       while the pair (-1, 1) is not. Two integers  x,  y are written on the blackboard. It is allowed to       erase one of them and replace it with the sum of the numbers,         (x + y). What is the minimum number of such operations one has to perform       in order to make the given pair of integers  m-perfect?","Single line of the input contains three integers  x,  y and  m ( - 1018 ≤ x,  y,  m ≤ 1018). Please, do not use the %lld specifier to read or write       64-bit integers in C++. It is preffered to use the cin, cout streams or the %I64d specifier.","Print the minimum number of operations or ""-1"" (without quotes), if it       is impossible to transform the given pair to the  m-perfect one.","In the first sample the following sequence of operations is       suitable: (1, 2)        (3, 2)        (5, 2). In the second sample: (-1, 4)        (3, 4)        (7, 4)        (11, 4)        (15, 4). Finally, in the third sample  x,  y cannot be made positive, hence there is no       proper sequence of operations."
319,"Kalila and Dimna are two jackals living in a huge jungle. One day       they decided to join a logging factory in order to make money.  The manager of logging factory wants them to go to the jungle and       cut  n trees with heights  a 1, a 2, ..., a  n. They bought a chain saw from a shop.       Each time they use the chain saw on the tree number  i, they can decrease the height of this tree by       one unit. Each time that Kalila and Dimna use the chain saw, they       need to recharge it. Cost of charging depends on the id of the       trees which have been cut completely (a tree is cut completely if       its height equal to 0). If the maximum id of a tree which has been       cut completely is  i (the tree that have height  a  i in the beginning), then the cost of       charging the chain saw would be  b  i. If no tree is cut completely, Kalila       and Dimna cannot charge the chain saw. The chainsaw is charged in       the beginning. We know that for each  i <  j,  a  i < a  j and  b  i > b  j and also  b  n = 0 and  a 1 = 1. Kalila and Dimna       want to cut all the trees completely, with minimum cost.  They want you to help them! Will you?","The first line of input contains an integer  n (1 ≤ n ≤ 105). The second line of input       contains  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).       The third line of input contains  n integers  b 1, b 2, ..., b  n (0 ≤ b  i ≤ 109). It's guaranteed that  a 1 = 1,  b  n = 0,  a 1 < a 2 < ... < a  n and  b 1 > b 2 > ... > b  n.","The only line of output must contain the minimum cost of cutting       all the trees completely. Please, do not write the %lld specifier to read or write       64-bit integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.",
320,"As a tradition, every year before IOI all the members of Natalia       Fan Club are invited to Malek Dance Club to have a fun night       together. Malek Dance Club has 2 n members and coincidentally Natalia Fan       Club also has 2 n members. Each member of MDC is assigned       a unique id  i from 0 to 2 n - 1. The same holds for each member of NFC. One of the parts of this tradition is one by one dance, where       each member of MDC dances with a member of NFC. A dance pair is a       pair of numbers (a, b)       such that member  a from MDC dances with member  b from NFC. The complexity of a pairs' assignment is the number of pairs of       dancing pairs (a, b)       and (c, d) such that          a < c and  b > d. You are given a binary number of length  n named  x. We know that member  i from MDC dances with member        from NFC. Your task is to calculate the complexity of this       assignment modulo 1000000007 (109 + 7). Expression        denotes applying «XOR» to numbers  x and  y. This operation exists in all modern programming       languages, for example, in C++ and Java it denotes as «^», in Pascal — «xor».","The first line of input contains a binary number  x of lenght  n, (1 ≤ n ≤ 100). This number may contain leading zeros.",Print the complexity of the given dance assignent modulo 1000000007 (109 + 7).,
321,"Now Fox Ciel becomes a commander of Tree Land. Tree Land, like       its name said, has  n cities connected by  n - 1 undirected roads, and for any two cities       there always exists a path between them. Fox Ciel needs to assign an officer to each city. Each officer       has a rank — a letter from 'A' to 'Z'. So there will be 26 different       ranks, and 'A' is the       topmost, so 'Z' is the bottommost. There are enough officers of each rank. But there is a special       rule must obey: if  x and  y are two distinct cities and their officers have       the same rank, then on the simple path between  x and  y there must be a city  z that has an officer with higher rank. The rule       guarantee that a communications between same rank officers will be       monitored by higher rank officer. Help Ciel to make a valid plan, and if it's impossible, output         ""Impossible!"".","The first line contains an integer  n (2 ≤ n ≤ 105) — the number of cities in Tree Land. Each of the following  n - 1 lines contains two integers  a and  b (1 ≤ a, b ≤ n, a ≠ b)       — they mean that there will be an undirected road between  a and  b. Consider all the cities are numbered from 1 to          n. It guaranteed that the given graph will be a tree.","If there is a valid plane, output  n space-separated characters in a line —  i-th character is the rank of officer in the city       with number  i.  Otherwise output ""Impossible!"".","In the first example, for any two officers of rank 'B', an officer with rank 'A' will be on the path between       them. So it is a valid solution."
322,"Fox Ciel has a robot on a 2D plane. Initially it is located in       (0, 0). Fox Ciel code a command to it. The command was represented       by string  s. Each character of  s is one move operation. There are four move       operations at all: The robot will do the operations in  s from left to right, and repeat it infinite       times. Help Fox Ciel to determine if after some steps the robot       will located in (a, b).","The first line contains two integers  a and  b, ( - 109 ≤ a, b ≤ 109). The second line contains a       string  s (1 ≤ |s| ≤ 100,  s only contains characters 'U', 'D', 'L', 'R') — the command.","Print ""Yes"" if       the robot will be located at (a, b), and ""No"" otherwise.","In the first and second test case, command string is ""RU"", so the robot will go       right, then go up, then right, and then up and so on. The locations of its moves are (0, 0)  →  (1, 0)  →  (1, 1)  →  (2, 1)  →  (2, 2)  →  ... So it can reach (2, 2) but not (1, 2)."
323,"You are given two permutations  p and  q, consisting of  n elements, and  m queries of the form:  l 1, r 1, l 2, r 2 (l 1 ≤ r 1; l 2 ≤ r 2). The response for the       query is the number of such integers from 1 to  n, that their position in the first permutation is       in segment [l 1, r 1] (borders included), and       position in the second permutation is in segment [l 2, r 2] (borders included too). A permutation of  n elements is the sequence of  n distinct integers, each not less than 1 and not greater than  n.  Position of number  v (1 ≤ v ≤ n) in permutation          g 1, g 2, ..., g  n is such number  i, that  g  i = v.","The first line contains one integer  n (1 ≤ n ≤ 106), the number of elements in       both permutations. The following line contains  n integers, separated with spaces:  p 1, p 2, ..., p  n (1 ≤ p  i ≤ n). These are elements of the       first permutation. The next line contains the second permutation          q 1, q 2, ..., q  n in same format. The following line contains an integer  m (1 ≤ m ≤ 2·105), that is the number of queries. The following  m lines contain descriptions of queries one in a       line. The description of the  i-th query consists of four integers:  a, b, c, d       (1 ≤ a, b, c, d ≤ n).       Query parameters  l 1, r 1, l 2, r 2 are obtained from the       numbers  a, b, c, d using the       following algorithm: ",Print a response for each query in a separate line.,
