id,day,author,problem,language,ac,len,word,source,token,time,memory,status
57091649,2019/7/15 13:58,disby,218A - Mountain Scenery,Python 3,Accepted,7,79,"n , m = map ( int , input (). split ()) l = list ( map ( int , input (). split ())) for  i  in  range ( 1 , 2 * n , 2 ):      if   ( l [ i ]- 1 )> max ( l [ i - 1 ], l [ i + 1 ])   and  m > 0 :         l [ i ]-= 1         m -= 1 print (* l )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun lit pun lit pun pln pun lit pun pln kwd pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln kwd pln pun lit pun pln pun pln pun lit pln pun lit kwd pun pln pun,218 ms,0 KB,218
20812818,2016/9/22 11:32,Sanjit,219A - k-String,Python 3,Accepted,7,42,"n = int ( input ()) s = sorted ( input ()) x = s [:: n ]* n if  sorted ( x )== s :      print ( """" . join ( x )) else :      print (- 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln kwd pun str pun pln pun pln pun kwd pun pln kwd pun lit pun,154 ms,0 KB,219
19507060,2016/7/30 5:26,Amores,220A - Little Elephant and Problem,Python 3,Accepted,4,49,"n = int ( input ()) a = list ( map ( int , input (). split ())) b = sorted ( a ) print ([ ""NO"" , ""YES"" ][ sum ([ a [ i ]!= b [ i ] for  i  in  range ( n )])< 3 ])",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun str pun str pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun lit pun,171 ms,8300 KB,220
46369849,2018/11/29 18:05,nomiku99,221A - Little Elephant and Function,Python 3,Accepted,2,18,"n  =  int ( input ()) print ( n ,   * range ( 1 , n ))",pln pun pln pun pln pun kwd pun pln pun pln pun pln pun lit pun pln pun,248 ms,0 KB,221
78646812,2020/5/1 14:08,anjit_6294,222A - Shooshuns and Sequence,Python 3,Accepted,5,46,"n , k = map ( int , input (). split ()) l = input (). split () while  n  and  l [ n - 1 ]== l [- 1 ]:     n -= 1 print ( n  if  k > n  else   - 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun lit pun pln pun lit pun pln pun lit kwd pun pln kwd pln pun pln kwd pln pun lit pun,278 ms,5800 KB,222
57862915,2019/7/27 21:53,ovi_ivo,223A - Bracket Sequence,Python 3,Accepted,18,147,"string  =  list ( input ())   d ,  p  =   [],  set ( range ( len ( string )))   for  j ,  q  in  enumerate ( string ):      if  q  in   '([' :  d . append (( j , q ))      elif  d :         i ,  x  =  d . pop ()          if  x + q  in   '(][)' :  d  =   []          else :  p  -=   { i ,  j }   n ,  s  =   0 ,   '' for  i  in  p :  string [ i ]   =   ' ' for  k  in   """" . join ( string ). split ():      if  k . count ( ""["" )   >  n :         n  =  k . count ( ""["" )         s  =  k   print ( n ,  s )",pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln kwd pln kwd pln str pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln str pun pln pun pln pun pln kwd pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln lit pun pln str kwd pln kwd pln pun pln pun pln pun pln pun pln str kwd pln kwd pln str pun pln pun pln pun pln pun pln kwd pln pun pln pun str pun pln pun pln pun pln pun pln pun pln pun str pun pln pun pln pln kwd pun pln pun pln pun,374 ms,10600 KB,223
20792463,2016/9/21 13:50,Sanjit,224A - Parallelepiped,Python 3,Accepted,3,41,"a , b , c = map ( int , input (). split ()) k =( a * b * c )** 0.5 print ( 4 * int ( k / a + k / b + k / c ))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit kwd pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun,124 ms,0 KB,224
70317824,2020/2/5 0:49,cs1g,225A - Dice Tower,Python 3,Accepted,5,52,"n  =  int ( input ()) x  =  int ( input ()) s  =   { x ,   7 - x }   print (( 'YES' , 'NO' )[ any ( s & set ( map ( int ,  input (). split ()))   for  _  in  range ( n ))])",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln kwd pun str pun str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun,218 ms,300 KB,225
11998624,2015/7/10 16:58,Vladik,226A - Flying Saucer Segments,Python 3,Accepted,1,26,"n , m = map ( int , input (). split ()); print (( pow ( 3 , n , m )- 1 )% m )",pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun lit pun pln pun pln pun lit pun pln pun,124 ms,0 KB,226
12293166,2015/7/31 17:50,z423x5c6,227A - Where do I Turn?,Python 3,Accepted,5,70,"a , b , c , d , e , f = map ( int , input (). split ()+ input (). split ()+ input (). split ()) g =( c - a )*( f - b )-( e - a )*( d - b ) if  g > 0 : print ( 'LEFT' ) elif  g < 0 : print ( 'RIGHT' ) else : print ( 'TOWARDS' )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln pun lit pun kwd pun str pun kwd pln pun lit pun kwd pun str pun kwd pun kwd pun str pun,122 ms,0 KB,227
70534595,2020/2/8 5:01,coderemite,228A - Is your horseshoe on the other hoof?,Python 3,Accepted,1,10,print ( 4 - len ({* input (). split ()})),kwd pun lit pun pln pun pln pun pln pun,216 ms,0 KB,228
5286166,2013/11/28 16:01,yugle7,229A - Shifts,Python 3,Accepted,24,325,"G  =   [[],   [ 1 ],   [ 1 ,   1 ],   [ 1 ,   2 ,   1 ],   [ 1 ,   2 ,   2 ,   1 ],   [ 1 ,   2 ,   3 ,   2 ,   1 ]]   def  g ( k ):      global  G      if  k  <   6 :   return  G [ k ]      return  list ( range ( 1 ,   ( k  +   1 )   //   2   +   1 ))   +  list ( range ( k  //   2 ,   0 ,   - 1 ))   def  f ():     n ,  m  =  map ( int ,  input (). split ())     s ,  p  =   [ 0 ]   *  m ,   [ 0 ]   *  m      for  i  in  range ( n ):         q  =   [ j  for  j ,  x  in  enumerate ( input ())   if  x  ==   '1' ]          if   not  q :   return   - 1         c  =  q . pop ( 0 )         p [ c ],  a  =   0 ,  c  +   1          for  b  in  q :             p [ b ]   =   0              if  b  >  a :  p [ a :  b ]   =  g ( b  -  a )             a  =  b  +   1          if  c  +  m  >  a :             t  =  g ( c  +  m  -  a )             p [ a :   ],  p [:  c ]   =  t [:  m  -  a ],  t [ m  -  a :   ]          for  j ,  x  in  enumerate ( p ):  s [ j ]   +=  x      return  min ( s ) print ( f ())",pln pun pln pun pln pun lit pun pln pun lit pun pln lit pun pln pun lit pun pln lit pun pln lit pun pln pun lit pun pln lit pun pln lit pun pln lit pun pln pun lit pun pln lit pun pln lit pun pln lit pun pln lit pun pln kwd pln pun pln pun pln kwd pln pln kwd pln pun pln lit pun pln kwd pln pun pln pun pln kwd pln pun pln pun lit pun pln pun pln pun pln lit pun pln pun pln lit pln pun pln lit pun pln pun pln pun pln pun pln pun pln lit pun pln lit pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pln kwd pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln kwd pln pun pln str pun pln kwd pln kwd pln pun pln kwd pln pun lit pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln lit pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pln kwd pln pun pln pun kwd pun pln pun,872 ms,800 KB,229
16642842,2016/3/11 8:01,EgSubZ,230A - Dragons,Python 3,Accepted,5,58,"f = lambda : map ( int , input (). split ()) s , n = f () for  a ,  b  in  sorted ( list ( f ())   for  i  in   ' ' * n ): 	s =( s + b )*( s > a ) print ( 'YNEOS' [ s < 1 :: 2 ])",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln pun pln kwd pln pun pln pun pln pun pln kwd pln kwd pln str pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun str pun pln pun lit pun lit pun,124 ms,300 KB,230
75557360,2020/4/5 13:23,lahari21,231A - Team,Python 3,Accepted,1,21,print ( sum ( input (). count ( '1' )> 1for  x  in   [ 0 ]* int ( input ()))),kwd pun pln pun pln pun pln pun str pun lit pln kwd pln pun lit pun pln pun pln pun,216 ms,0 KB,231
58923604,2019/8/16 21:19,abhirock753,232A - Cycles,Python 3,Accepted,11,89,"n  ,  k  =   0   ,  int ( input ()) p =[[ '0' ]* 100   for  i  in  range ( 100 )] while  k : 	 for  i  in  range ( n ): 		 if  i > k : 			 break 		p [ n ][ i ]= p [ i ][ n ]= '1' 		k = k - i 	n += 1 print ( n ) for  i  in  range ( n ):   print ( '' . join ( p [ i ][: n ]))",pln pun pln pun pln lit pln pun pln pun pln pun pln pun str pun lit pln kwd pln kwd pln pun lit pun kwd pln pun pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun str pln pun pln pun pln pln pun lit kwd pun pln pun kwd pln kwd pln pun pln pun pln kwd pun str pun pln pun pln pun pln pun pln pun,248 ms,300 KB,232
67787595,2019/12/28 16:23,stars_in_the_sky,233A - Perfect Permutation,Python 3,Accepted,1,26,"n = int ( input ()); print (*[[ i  for  i  in  range ( n , 0 ,- 1 )],[- 1 ]][ n & 1 ])",pln pun pln pun pln pun kwd pun pln kwd pln kwd pln pun pln pun lit pun lit pun lit pun pln pun lit pun,218 ms,0 KB,233
26965238,2017/5/9 1:20,YazanRi,234A - Lefthanders and Righthanders,Python 3,Accepted,6,95,"i , o = open ( ""input.txt"" , ""r"" ), open ( ""output.txt"" , ""w"" ) n , s = int ( i . readline (). strip ()), i . readline (). strip () for  x  in  range ( n // 2 ):   a , b = x , x + n // 2    if  s [ a ]== 'R' and  s [ b ]== 'L' : a , b = b , a   o . write ( str ( a + 1 )+ "" "" + str ( b + 1 )+ ""\n"" )",pln pun pln pun pln pun str pun str pun pln pun str pun str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pln kwd pln pun pln pun str kwd pln pun pln pun str pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun lit pun str pun pln pun pln pun lit pun str pun,77 ms,0 KB,234
15835168,2016/2/6 3:32,orailly,235A - LCM Challenge,Python 3,Accepted,2,68,n  =  int ( input ()) print ( n  if  n  <   3   else   (( n  -   1 )   *   ( n  *   ( n  -   2 )   if  n  &   1   else   ( n  -   3 )   *   ( n  if  n  %   3   else  n  -   2 )))),pln pun pln pun pln pun kwd pun pln kwd pln pun pln lit pln kwd pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln kwd pln pun pln lit pln kwd pln pun pln pun pln lit pun pln pun pln pun pln kwd pln pun pln lit pln kwd pln pun pln lit pun,124 ms,0 KB,235
70525296,2020/2/7 22:22,coderemite,236A - Boy or Girl,Python 3,Accepted,1,12,"print ([ ""CHAT WITH HER!"" , ""IGNORE HIM!"" ][ len ({* input ()})% 2 ])",kwd pun str pun str pun pln pun pln pun lit pun,248 ms,0 KB,236
49381653,2019/2/3 5:34,DLCattici,237A - Free Cash,Python 3,Accepted,5,36,"d ={} for  i  in  range ( int ( input ())): 	s = input () 	d [ s ]= d . get ( s , 0 )+ 1 print ( max ( d . values ()))",pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun lit kwd pun pln pun pln pun pln pun,436 ms,200 KB,237
22063671,2016/11/5 22:23,Amores,238A - Not Wool Sequences,Python 3,Accepted,6,54,"e = 10 ** 9 + 9 n , m = map ( int , input (). split ()) t = pow ( 2 , m , e ) r = 1 for  i  in  range ( n ): r =( r *( t - i - 1 ))% e print ( r )",pln pun lit pun lit pun lit pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln kwd pun pln pun,218 ms,0 KB,238
72152317,2020/3/1 13:14,cs1g,239A - Two Bags of Potatoes,Python 3,Accepted,4,52,"y ,  k ,  n  =  map ( int , input (). split ()) s  =   ' ' . join ( map ( str ,  range ( k - y % k ,  n - y + 1 ,  k )))   print ( s  if  s  else   - 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln kwd pun pln kwd pln kwd pln pun lit pun,310 ms,6500 KB,239
14851995,2015/12/18 1:27,merolish,234D - Cinema,Python 3,Accepted,4,52,"y ,  k ,  n  =  map ( int , input (). split ()) s  =   ' ' . join ( map ( str ,  range ( k - y % k ,  n - y + 1 ,  k )))   print ( s  if  s  else   - 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln kwd pun pln kwd pln kwd pln pun lit pun,124 ms,0 KB,240
80074357,2020/5/14 16:37,essi,241A - Old Peykan,Python 3,Accepted,21,141,"from  math  import  ceil n ,  k  =  map ( int , input (). split ()) d  =  list ( map ( int , input (). split ())) s  =  list ( map ( int , input (). split ())) fuel  =   0 stor  =   0 time  =   0   for  i  in  range ( n ): 	fuel +=  s [ i ] 	stor  =  max ( stor ,  s [ i ]) 	 if  fuel  >=  d [ i ]: 		fuel -=  d [ i ] 		time +=  d [ i ] 	 else : 		yy  =  ceil (( d [ i ]   -  fuel )   /  stor ) 		time +=  k  *  yy 		time +=  d [ i ] 		fuel +=  stor  *  yy 		fuel -=  d [ i ] print ( time )",kwd pln kwd pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln pun pln lit pln pun pln lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun kwd pun pln pun,218 ms,6800 KB,241
69410774,2020/1/23 15:01,cs1g,242A - Heads or Tails,Python 3,Accepted,7,76,"x ,  y ,  a ,  b  =  map ( int ,  input (). split ()) C  =   [( i , j )   for  i  in  range ( max ( a , b + 1 ),  x + 1 )   for  j  in  range ( b ,  min ( i , y + 1 ))]   print ( len ( C ))   for  c  in  C :      print (* c )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun lit pun pln kwd pun pln pun pln pun pln kwd pln kwd pln pun pln kwd pun pln pun,248 ms,300 KB,242
73771714,2020/3/20 10:51,both_stars,243A - The Brand New Function,Python 3,Accepted,3,49,"input (); a , b = set (), set () for  i  in  map ( int , input (). split ()): a ={ i | j  for  j  in  a };  a . add ( i ,); b . update ( a ) print ( len ( b ))",pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun,1340 ms,22300 KB,243
73128877,2020/3/13 11:21,chauhan002,244A - Dividing Orange,Python 3,Accepted,3,77,"n , k = map ( int , input (). split ()); l = list ( map ( int , input (). split ())) a =[ x  for  x  in  range ( 1 , n * k + 1 )   if  x  not   in  l ] for  x  in  range ( k ): print ( l [ x ],* a [ x *( n - 1 ):( x + 1 )*( n - 1 )])",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun lit pun pln pun pln pun lit pun pln kwd pln kwd pln kwd pln pun kwd pln kwd pln pun pln pun kwd pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln pun lit pun,218 ms,300 KB,244
72925069,2020/3/11 3:01,coderemite,245A - System Administrator,Python 3,Accepted,5,56,"a =[ 0 , 0 ] for  _  in   [ 0 ]* int ( input ()):   t , x , y = map ( int , input (). split ())   a [ t - 1 ]+= x - y for  x  in  a :   print ([ 'LIVE' , 'DEAD' ][ x < 0 ])",pln pun lit pun lit pun kwd pln kwd pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln kwd pln kwd pln pun pln kwd pun str pun str pun pln pun lit pun,218 ms,0 KB,245
79097557,2020/5/6 3:22,coderemite,246A - Buggy Sorting,Python 3,Accepted,2,24,"n = int ( input ()) print (*[[ 2 , 2 ]+[ 1 ]*( n - 2 ),[- 1 ]][ n < 3 ])",pln pun pln pun pln pun kwd pun lit pun lit pun lit pun pln pun lit pun lit pun pln pun lit pun,108 ms,0 KB,246
79421315,2020/5/9 2:36,coderemite,250A - Paper Work,Python 3,Accepted,2,24,"n = int ( input ()) print (*[[ 2 , 2 ]+[ 1 ]*( n - 2 ),[- 1 ]][ n < 3 ])",pln pun pln pun pln pun kwd pun lit pun lit pun lit pun pln pun lit pun lit pun pln pun lit pun,218 ms,6500 KB,247
74698369,2020/3/29 9:17,Arihantjn2302,248A - Cupboards,Python 3,Accepted,7,56,"n = int ( input ()) l , r = 0 , 0 for  _  in  range ( n ): 	a , b = map ( int , input (). split ()) 	l += a 	r += b print ( min ( l , n - l )+ min ( r , n - r ))",pln pun pln pun pln pun pln pun pln pun lit pun lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun,280 ms,0 KB,248
79421315,2020/5/9 2:36,coderemite,250A - Paper Work,Python 3,Accepted,12,68,"n = c = 0 ; r =[] for  x  in  map ( int ,[* open ( 0 )][ 1 ]. split ()):    if  x < 0 :      if  n == 2 :       r +=[ c ]       n = 1       c = 0      else : n += 1   c += 1 r +=[ c ] print ( len ( r )) print (* r )",pln pun pln pun lit pun pln pun kwd pln kwd pln pun pln pun pln pun lit pun lit pun pln pun pln kwd pln pun lit pun pln kwd pln pun lit pun pln pun pln pun pln pun lit pln pun lit pln kwd pun pln pun lit pln pun lit pln pun pln pun kwd pun pln pun pln pun kwd pun pln pun,218 ms,6500 KB,250
75301651,2020/4/3 5:35,rdav,252C - Points on Line,Python 3,Accepted,12,68,"n = c = 0 ; r =[] for  x  in  map ( int ,[* open ( 0 )][ 1 ]. split ()):    if  x < 0 :      if  n == 2 :       r +=[ c ]       n = 1       c = 0      else : n += 1   c += 1 r +=[ c ] print ( len ( r )) print (* r )",pln pun pln pun lit pun pln pun kwd pln kwd pln pun pln pun pln pun lit pun lit pun pln pun pln kwd pln pun lit pun pln kwd pln pun lit pun pln pun pln pun pln pun lit pln pun lit pln kwd pun pln pun lit pln pun lit pln pun pln pun kwd pun pln pun pln pun kwd pun pln pun,498 ms,8300 KB,251
46453240,2018/12/1 19:43,ashujack,252A - Little Xor,Python 3,Accepted,10,62,"n = int ( input ()) a = list ( map ( int , input (). split ())) m = 0 for  i  in  range ( n ): 	k = 0 	 for  j  in  range ( i ,- 1 ,- 1 ): 		k ^= a [ j ] 		 if  k > m : 			m = k print ( m )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln pun lit pln kwd pln kwd pln pun pln pun lit pun lit pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln kwd pun pln pun,248 ms,0 KB,252
78907392,2020/5/3 19:03,anjit_6294,253A - Boys and Girls,Python 3,Accepted,5,64,"f = open ( ""input.txt"" , 'r' ) g = open ( ""output.txt"" , 'w' ) n , m = map ( int , f . readline (). split ()) t = min ( n , m ) g . write ([ 'GB' , 'BG' ][ t == m ]* t + 'G' *( m - t )+ 'B' *( n - t ))",pln pun pln pun str pun str pun pln pun pln pun str pun str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun str pun str pun pln pun pln pun pln pun str pun pln pun pln pun str pun pln pun pln pun,248 ms,0 KB,253
78966260,2020/5/4 15:26,anjit_6294,254A - Cards with Numbers,Python 3,Accepted,12,120,"import  sys sys . stdin  =  open ( ""input.txt"" ,   ""r"" ) sys . stdout  =  open ( ""output.txt"" ,   ""w"" ) n = int ( input ()) d ={} for  x , y  in  enumerate ( input (). split (), 1 ):     d . setdefault ( y ,[]). append ( x ) if  any ( len ( d [ i ])% 2 != 0   for  i  in  d ):      print (- 1 )     exit ( 0 ) for  i  in  d :      print ( ""\n"" . join ( ""{0} {1}"" . format (* k )   for  k  in  zip ( d [ i ][:: 2 ], d [ i ][ 1 :: 2 ])))",kwd pln pln pun pln pun pln pun str pun pln str pun pln pun pln pun pln pun str pun pln str pun pln pun pln pun pln pun pln pun kwd pln pun pln kwd pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun kwd pln pun pln pun pln pun pln pun lit pun lit pln kwd pln kwd pln pun pln kwd pun lit pun pln pun lit pun kwd pln kwd pln pun pln kwd pun str pun pln pun str pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun lit pun pln pun pln pun lit pun lit pun,654 ms,35500 KB,254
73169653,2020/3/13 22:45,theGodzilla25,255A - Greg's Workout,Python 3,Accepted,3,41,"input () a =[* map ( int , input (). split ())] print ([ 'chest' , 'biceps' , 'back' ][ max ( 0 , 1 , 2 , key = lambda  i :  sum ( a [ i :: 3 ]))])",pln pun pln pun pln pun pln pun pln pun pln pun kwd pun str pun str pun str pun pln pun lit pun lit pun lit pun pln pun kwd pln pun pln pun pln pun pln pun lit pun,218 ms,0 KB,255
49116529,2019/1/28 20:12,Pragya464,257A - Sockets,Python 3,Accepted,16,92,"n , m , k = input (). split () n = int ( n ) m = int ( m ) k = int ( k ) l  =  list ( map ( int , input (). split ())) l . sort () l . reverse () z = k f = 0 while ( z < m  and  f < n ): 	z += l [ f ]- 1 	f += 1 if ( z >= m ): 	 print ( f ) else : 	 print (- 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun lit kwd pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun lit pln pun lit kwd pun pln pun pln pun pln kwd pun pln pun kwd pun pln kwd pun lit pun,218 ms,0 KB,257
7823443,2014/9/18 10:49,Qumeric,258A - Little Elephant and Bits,Python 3,Accepted,3,28,"n = input () z = max ( 0 , n . find ( '0' )) print ( n [: z ]+ n [ z + 1 :])",pln pun pln pun pln pun pln pun lit pun pln pun pln pun str pun kwd pun pln pun pln pun pln pun pln pun lit pun,124 ms,400 KB,258
79330707,2020/5/8 1:25,coderemite,259A - Little Elephant and Chess,Python 3,Accepted,1,10,"exec ( ""print('YNEOS'[any('WW'in a or'BB' in a for a in["" + 8 * ""input(),"" + ""])::2])"" )",kwd pun str pun lit pun str pun str pun,216 ms,6500 KB,259
22089725,2016/11/7 10:15,Amores,260A - Adding Digits,Python 3,Accepted,6,55,"a , b , n = map ( int , input (). split ()) R =- 1 for  i  in  range ( 10 ): 	r = a * 10 + i 	 if  r % b == 0 : R = str ( r )+ '0' *( n - 1 ) print ( R )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun lit pun pln pun pln pun lit pun pln pln kwd pln pun pln pun lit pun pln pun pln pun pln pun str pun pln pun lit pun kwd pun pln pun,46 ms,200 KB,260
3670257,2013/5/5 0:02,neko13,262C - Maxim and Discounts,Python 3,Accepted,6,55,"a , b , n = map ( int , input (). split ()) R =- 1 for  i  in  range ( 10 ): 	r = a * 10 + i 	 if  r % b == 0 : R = str ( r )+ '0' *( n - 1 ) print ( R )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun lit pun pln pun pln pun lit pun pln pln kwd pln pun pln pun lit pun pln pun pln pun pln pun str pun pln pun lit pun kwd pun pln pun,281 ms,7800 KB,261
73348653,2020/3/15 18:46,coderemite,262A - Roma and Lucky Numbers,Python 3,Accepted,3,37,i = lambda : input (). split () k = int ( i ()[ 1 ]) print ( sum ( sum ( c  in   '47' for  c  in  x )<= k  for  x  in  i ())),pln pun kwd pun pln pun pln pun pln pun pln pun pln pun lit pun kwd pun pln pun pln pun pln kwd pln str kwd pln kwd pln pun pln kwd pln kwd pln pun,216 ms,300 KB,262
64797808,2019/11/13 16:30,virajudaysingh,263A - Beautiful Matrix,Python 3,Accepted,4,41,"l =[ 2 , 1 , 0 , 1 , 2 ] for  i  in  l :  s = input ()   if ""1"" in  s : print ( i + l [ s . find ( ""1"" )// 2 ])",pln pun lit pun lit pun lit pun lit pun lit pun kwd pln kwd pln pun pln pun pln pun pln kwd str kwd pln pun kwd pun pln pun pln pun pln pun pln pun str pun lit pun,248 ms,0 KB,263
78593419,2020/4/30 21:02,thukrake_mera_pyaar,264A - Escape from Stones,Python 3,Accepted,8,77,"a  =  input () n  =  len ( a ) for  i  in  range ( n ): 	 if   ( a [ i ]   ==   'r' ): 		 print ( i  +   1 ) for  i  in  range ( n  -   1 ,   - 1 ,   - 1 ): 	 if   ( a [ i ]   ==   'l' ): 		 print ( i  +   1 )",pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln str pun pln kwd pun pln pun pln lit pun kwd pln kwd pln pun pln pun pln lit pun pln pun lit pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln str pun pln kwd pun pln pun pln lit pun,1934 ms,3100 KB,264
60586894,2019/9/15 0:59,rowida126,265A - Colorful Stones (Simplified Edition),Python 3,Accepted,4,28,s = input () i = 0 for  c  in  input ():  i +=( s [ i ]   ==  c ) print ( i + 1 ),pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun lit pun,218 ms,0 KB,265
4363398,2013/8/28 21:55,hl_joker,266A - Stones on the Table,Python 3,Accepted,1,30,"r = input ; r (); c = r (); print ( sum ( p == n  for  p , n  in  zip ( c [ 1 :], c )))",pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun lit pun pln pun,124 ms,0 KB,266
21989714,2016/11/2 14:38,Amores,267A - Subtractions,Python 3,Accepted,3,55,"f = lambda  x , y : f ( y % x , x )+ y // x  if  x  else   0 I = input for  _  in '0' * int ( I ()): a , b = map ( int , I (). split ()); print ( f ( a , b ))",pln pun kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln lit pln pun pln kwd pln kwd str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun,92 ms,0 KB,267
